LABEL,TEXT,URL,EMAIL,PHONE,CLEANED_TEXT,HAS_URL,HAS_EMAIL,HAS_PHONE,TOKENIZED_TEXT,prediction
2.0,	You have 1 new message. Please call 08715205273,No,No,yes,	you have 1 new message please call phonenumber,False,False,False,"['you', 'have', '1', 'new', 'message', 'please', 'call', 'phonenumber']",urgency
2.0,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.6,00,000 prize GUARANTEED. Call 7908807538. Claim Code FLIP52. Valid 12hrs only. ",No,No,yes,urgent dear fl1pkart customer we are trying to contact you last weekends draw shows that you w0n a rs600phonenumber prize guaranteed call phonenumber claim code flip52 valid 12hrs only ,False,False,False,"['urgent', 'dear', 'fl1pkart', 'customer', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'w0n', 'a', 'rs600phonenumber', 'prize', 'guaranteed', 'call', 'phonenumber', 'claim', 'code', 'flip52', 'valid', '12hrs', 'only']",urgency
2.0,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,No,No,yes,your phonenumber account for 07xxxxxxxxx shows phonenumber unredeemed points to claim call phonenumber identifier code xxxxx expires 260305,False,False,False,"['your', 'phonenumber', 'account', 'for', '07xxxxxxxxx', 'shows', 'phonenumber', 'unredeemed', 'points', 'to', 'claim', 'call', 'phonenumber', 'identifier', 'code', 'xxxxx', 'expires', '260305']",authority
2.0,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,No,No,yes,urgent please call phonenumber from landline your abta complimentary 4 tenerife holiday or phonenumber cash await collection sae tcs box phonenumber cw25wx phonenumberppm,False,False,False,"['urgent', 'please', 'call', 'phonenumber', 'from', 'landline', 'your', 'abta', 'complimentary', '4', 'tenerife', 'holiday', 'or', 'phonenumber', 'cash', 'await', 'collection', 'sae', 'tcs', 'box', 'phonenumber', 'cw25wx', 'phonenumberppm']",urgency
2.0,"	""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""",yes,No,yes,	for the most sparkling shopping breaks from 45 per person call phonenumber phonenumber or visit wwwshortbreaksorguk,False,False,False,"['for', 'the', 'most', 'sparkling', 'shopping', 'breaks', 'from', '45', 'per', 'person', 'call', 'phonenumber', 'phonenumber', 'or', 'visit', 'wwwshortbreaksorguk']",incentives
2.0,UR Mobile Number Won 2Crores 35Lakh Rupees In Chevrolet Motors Award 2015 For Claim Send Name Phone Number Address  Age To�Email:chevmotorlondon@hotmail.com,No,yes,No,ur mobile number won 2crores 35lakh rupees in chevrolet motors award phonenumber for claim send name phone number address  age email,False,False,False,"['ur', 'mobile', 'number', 'won', '2crores', '35lakh', 'rupees', 'in', 'chevrolet', 'motors', 'award', 'phonenumber', 'for', 'claim', 'send', 'name', 'phone', 'number', 'address', 'age', 'email']",incentives
2.0,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",yes,No,yes,phonenumber new mobiles from phonenumber must go txt nokia to no phonenumber  collect yours todayfrom only 1 www4tcbiz 2optout phonenumber50gbpmtmsg18,False,False,False,"['phonenumber', 'new', 'mobiles', 'from', 'phonenumber', 'must', 'go', 'txt', 'nokia', 'to', 'no', 'phonenumber', 'collect', 'yours', 'todayfrom', 'only', '1', 'www4tcbiz', '2optout', 'phonenumber50gbpmtmsg18']",urgency
2.0,"	FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",No,No,yes,	freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop phonenumberpwk sprwm phphonenumber,False,False,False,"['freemsg', 'you', 'have', 'been', 'awarded', 'a', 'free', 'mini', 'digital', 'camera', 'just', 'reply', 'snap', 'to', 'collect', 'your', 'prize', 'quizclub', 'opt', 'out', 'stop', 'phonenumberpwk', 'sprwm', 'phphonenumber']",incentives
2.0,"(Help-Center Canada) You received a Transfer from The Government due to the CoronaVirus pandemic, Click:http://23.254.215.52 to fill out your Application.",yes,No,No,helpcenter canada you received a transfer from the government due to the coronavirus pandemic clickurl to fill out your application,False,False,False,"['helpcenter', 'canada', 'you', 'received', 'a', 'transfer', 'from', 'the', 'government', 'due', 'to', 'the', 'coronavirus', 'pandemic', 'clickurl', 'to', 'fill', 'out', 'your', 'application']",urgency
2.0,	Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,No,No,yes,	please call amanda with regard to renewing or upgrading your current tmobile handset free of charge offer ends today tel phonenumber phonenumber phonenumber subject to ts and cs,False,False,False,"['please', 'call', 'amanda', 'with', 'regard', 'to', 'renewing', 'or', 'upgrading', 'your', 'current', 'tmobile', 'handset', 'free', 'of', 'charge', 'offer', 'ends', 'today', 'tel', 'phonenumber', 'phonenumber', 'phonenumber', 'subject', 'to', 'ts', 'and', 'cs']",incentives
2.0,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,No,No,yes,urgent we are trying to contact u todays draw shows that you have won a phonenumber prize guaranteed call phonenumber from land line claim phonenumber valid 12hrs only,False,False,False,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'u', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'phonenumber', 'prize', 'guaranteed', 'call', 'phonenumber', 'from', 'land', 'line', 'claim', 'phonenumber', 'valid', '12hrs', 'only']",urgency
2.0,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7679046492 from land line. Claim 3030. Valid 12hrs only",No,No,yes,urgent your mobile number has been awarded with a inr200phonenumber prize guaranteed call phonenumber from land line claim phonenumber valid 12hrs only,False,False,False,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'with', 'a', 'inr200phonenumber', 'prize', 'guaranteed', 'call', 'phonenumber', 'from', 'land', 'line', 'claim', 'phonenumber', 'valid', '12hrs', 'only']",urgency
2.0,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,No,No,yes,ur going 2 bahamas callfreefone phonenumber and speak to a live operator to claim either bahamas cruise ofphonenumber cash 18only to opt out txt x to phonenumber,False,False,False,"['ur', 'going', '2', 'bahamas', 'callfreefone', 'phonenumber', 'and', 'speak', 'to', 'a', 'live', 'operator', 'to', 'claim', 'either', 'bahamas', 'cruise', 'ofphonenumber', 'cash', '18only', 'to', 'opt', 'out', 'txt', 'x', 'to', 'phonenumber']",incentives
2.0,Please call our customer service representative on FREEPHONE 0808 145 4743 between 9am-11pm as you have WON a guaranteed £2000 cash or £6000 prize!,No,No,yes,please call our customer service representative on freephone phonenumber phonenumber phonenumber between 9am11pm as you have won a guaranteed phonenumber cash or phonenumber prize,False,False,True,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', 'phonenumber', 'phonenumber', 'phonenumber', 'between', '9am11pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', 'phonenumber', 'cash', 'or', 'phonenumber', 'prize']",incentives
2.0,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,No,No,yes,you have won as a valued vodafone customer our computer has picked you to win a phonenumber prize to collect is easy just call phonenumber,False,False,False,"['you', 'have', 'won', 'as', 'a', 'valued', 'vodafone', 'customer', 'our', 'computer', 'has', 'picked', 'you', 'to', 'win', 'a', 'phonenumber', 'prize', 'to', 'collect', 'is', 'easy', 'just', 'call', 'phonenumber']",incentives
2.0,	Sorry I missed your call let's talk when you have the time. I'm on 07090201529,No,No,yes,	sorry i missed your call lets talk when you have the time im on phonenumber,False,False,False,"['sorry', 'i', 'missed', 'your', 'call', 'lets', 'talk', 'when', 'you', 'have', 'the', 'time', 'im', 'on', 'phonenumber']",impersonation
2.0,	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,No,No,yes,	we tried to contact you re your reply to our offer of a video handset phonenumber anytime networks mins unlimited text camcorder reply or call phonenumber now,False,False,False,"['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'reply', 'to', 'our', 'offer', 'of', 'a', 'video', 'handset', 'phonenumber', 'anytime', 'networks', 'mins', 'unlimited', 'text', 'camcorder', 'reply', 'or', 'call', 'phonenumber', 'now']",urgency
2.0,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",No,No,yes,urgent your mobile no phonenumberxxx won a 2phonenumber bonus caller prize on 020603 this is the 2nd attempt to reach you call phonenumber asap box97n7qp phonenumberppm,False,False,False,"['urgent', 'your', 'mobile', 'no', 'phonenumberxxx', 'won', 'a', '2phonenumber', 'bonus', 'caller', 'prize', 'on', '020603', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you', 'call', 'phonenumber', 'asap', 'box97n7qp', 'phonenumberppm']",urgency
2.0,We would like to inform you that you have been recorded as leaving your home on 3 occasions yesterday. A fine of �35 has been added to your gov.uk�account. For further information please visit�gov.uk/ coronavirus-penalty-payment racking. Protect the NHS. Save lives,No,No,No,we would like to inform you that you have been recorded as leaving your home on 3 occasions yesterday a fine of 35 has been added to your govukaccount for further information please visitgovuk coronaviruspenaltypayment racking protect the nhs save lives,False,False,False,"['we', 'would', 'like', 'to', 'inform', 'you', 'that', 'you', 'have', 'been', 'recorded', 'as', 'leaving', 'your', 'home', 'on', '3', 'occasions', 'yesterday', 'a', 'fine', 'of', '35', 'has', 'been', 'added', 'to', 'your', 'govukaccount', 'for', 'further', 'information', 'please', 'visitgovuk', 'coronaviruspenaltypayment', 'racking', 'protect', 'the', 'nhs', 'save', 'lives']",trust
2.0,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",No,No,yes,5 free top polyphonic tones call phonenumber national rate get a toppoly tune sent every week just text subpoly to phonenumber 3 per pole unsub phonenumber,False,False,False,"['5', 'free', 'top', 'polyphonic', 'tones', 'call', 'phonenumber', 'national', 'rate', 'get', 'a', 'toppoly', 'tune', 'sent', 'every', 'week', 'just', 'text', 'subpoly', 'to', 'phonenumber', '3', 'per', 'pole', 'unsub', 'phonenumber']",incentives
2.0,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",No,No,yes,hi this is mandy sullivan calling from hotmix fmyou are chosen to receive phonenumber00 in our easter prize drawplease telephone phonenumber to claim before 290305 or your prize will be transferred to someone else,False,False,False,"['hi', 'this', 'is', 'mandy', 'sullivan', 'calling', 'from', 'hotmix', 'fmyou', 'are', 'chosen', 'to', 'receive', 'phonenumber00', 'in', 'our', 'easter', 'prize', 'drawplease', 'telephone', 'phonenumber', 'to', 'claim', 'before', '290305', 'or', 'your', 'prize', 'will', 'be', 'transferred', 'to', 'someone', 'else']",urgency
2.0,We currently have a message awaiting your collection. To collect your message just call 08718723815.,No,No,yes,we currently have a message awaiting your collection to collect your message just call phonenumber,False,False,False,"['we', 'currently', 'have', 'a', 'message', 'awaiting', 'your', 'collection', 'to', 'collect', 'your', 'message', 'just', 'call', 'phonenumber']",urgency
2.0,URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,No,No,yes,urgent this is the 2nd attempt to contact uu have won phonenumber call phonenumber b4 phonenumber tcsbcmphonenumberwc1n3xx callcost phonenumberppm mobilesvary max7 50,False,False,False,"['urgent', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'contact', 'uu', 'have', 'won', 'phonenumber', 'call', 'phonenumber', 'b4', 'phonenumber', 'tcsbcmphonenumberwc1n3xx', 'callcost', 'phonenumberppm', 'mobilesvary', 'max7', '50']",urgency
2.0,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,No,No,yes,want explicit sex in 30 secs ring phonenumber now costs 20pmin gsex pobox phonenumber wc1n 3xx,False,False,False,"['want', 'explicit', 'sex', 'in', '30', 'secs', 'ring', 'phonenumber', 'now', 'costs', '20pmin', 'gsex', 'pobox', 'phonenumber', 'wc1n', '3xx']",urgency
2.0,"Dear V0DAF0NE Customer,You are a W1NNER of Rs. 1,00,000 Guaranteed Prize, this is our Final attempt to contact you! To Claim Call 6299257179 Now! ",No,No,yes,dear v0daf0ne customeryou are a w1nner of rs 100phonenumber guaranteed prize this is our final attempt to contact you to claim call phonenumber now ,False,False,False,"['dear', 'v0daf0ne', 'customeryou', 'are', 'a', 'w1nner', 'of', 'rs', '100phonenumber', 'guaranteed', 'prize', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'you', 'to', 'claim', 'call', 'phonenumber', 'now']",fear
2.0,"	Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",yes,No,yes,	dear voucher holder to claim this weeks offer at you pc please go to url tscs apply to stop texts txt stop to phonenumber,False,False,False,"['dear', 'voucher', 'holder', 'to', 'claim', 'this', 'weeks', 'offer', 'at', 'you', 'pc', 'please', 'go', 'to', 'url', 'tscs', 'apply', 'to', 'stop', 'texts', 'txt', 'stop', 'to', 'phonenumber']",authority
2.0,It's urgent please Contact me for an UNCLAIMED BEQUEST PAYMENT as the Assigned BENEFICIARY VIA EMAIL infogfreeman@gmail.com Regards Gordon,No,yes,No,its urgent please contact me for an unclaimed bequest payment as the assigned beneficiary via email email regards gordon,False,True,False,"['its', 'urgent', 'please', 'contact', 'me', 'for', 'an', 'unclaimed', 'bequest', 'payment', 'as', 'the', 'assigned', 'beneficiary', 'via', 'email', 'email', 'regards', 'gordon']",urgency
2.0,	important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,yes,No,No,	important information 4 orange user  today is your lucky day2find out why log onto url theres a fantastic surprise awaiting you,False,False,False,"['important', 'information', '4', 'orange', 'user', 'today', 'is', 'your', 'lucky', 'day2find', 'out', 'why', 'log', 'onto', 'url', 'theres', 'a', 'fantastic', 'surprise', 'awaiting', 'you']",urgency
2.0,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,No,No,yes,please call our customer service representative on freephone phonenumber phonenumber phonenumber between 9am11pm as you have won a guaranteed phonenumber cash or phonenumber prize,False,False,True,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', 'phonenumber', 'phonenumber', 'phonenumber', 'between', '9am11pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', 'phonenumber', 'cash', 'or', 'phonenumber', 'prize']",incentives
2.0,"Congratulations, Your entry into our contest last month made you a WINNER! Goto http://www.apple.com.text.won.com�to claim your prize! You have 24 hours to claim",yes,No,No,congratulations your entry into our contest last month made you a winner goto url claim your prize you have 24 hours to claim,False,False,False,"['congratulations', 'your', 'entry', 'into', 'our', 'contest', 'last', 'month', 'made', 'you', 'a', 'winner', 'goto', 'url', 'claim', 'your', 'prize', 'you', 'have', '24', 'hours', 'to', 'claim']",urgency
2.0,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",No,No,yes,urgent your mobile no was awarded a 2phonenumber bonus caller prize on 020903 this is our 2nd attempt to contact you call phonenumberphonenumberphonenumber box95qu,False,False,False,"['urgent', 'your', 'mobile', 'no', 'was', 'awarded', 'a', '2phonenumber', 'bonus', 'caller', 'prize', 'on', '020903', 'this', 'is', 'our', '2nd', 'attempt', 'to', 'contact', 'you', 'call', 'phonenumberphonenumberphonenumber', 'box95qu']",urgency
2.0,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,No,No,yes,we tried to contact you re our offer of new video phone phonenumber anytime any network mins half price rental camcorder call phonenumber or reply for delivery wed,False,False,False,"['we', 'tried', 'to', 'contact', 'you', 're', 'our', 'offer', 'of', 'new', 'video', 'phone', 'phonenumber', 'anytime', 'any', 'network', 'mins', 'half', 'price', 'rental', 'camcorder', 'call', 'phonenumber', 'or', 'reply', 'for', 'delivery', 'wed']",incentives
2.0,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd ",yes,No,No,if you dont your prize will go to another customer tc at wwwtcbiz 18 phonenumberpmin polo ltd ,False,False,False,"['if', 'you', 'dont', 'your', 'prize', 'will', 'go', 'to', 'another', 'customer', 'tc', 'at', 'wwwtcbiz', '18', 'phonenumberpmin', 'polo', 'ltd']",incentives
2.0,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,No,No,yes,xmas prize draws we are trying to contact u todays draw shows that you have won a phonenumber prize guaranteed call phonenumber from land line valid 12hrs only,False,False,False,"['xmas', 'prize', 'draws', 'we', 'are', 'trying', 'to', 'contact', 'u', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'phonenumber', 'prize', 'guaranteed', 'call', 'phonenumber', 'from', 'land', 'line', 'valid', '12hrs', 'only']",incentives
2.0,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,No,No,yes,you have an important customer service announcement from premier call freephone phonenumber phonenumber phonenumber now,False,False,True,"['you', 'have', 'an', 'important', 'customer', 'service', 'announcement', 'from', 'premier', 'call', 'freephone', 'phonenumber', 'phonenumber', 'phonenumber', 'now']",urgency
2.0,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,yes,No,yes,your b4u voucher wc 2703 is marsms log onto wwwb4utelecom for discount credit to opt out reply stop customer care call phonenumber,False,False,False,"['your', 'b4u', 'voucher', 'wc', '2703', 'is', 'marsms', 'log', 'onto', 'wwwb4utelecom', 'for', 'discount', 'credit', 'to', 'opt', 'out', 'reply', 'stop', 'customer', 'care', 'call', 'phonenumber']",incentives
2.0,	I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),No,No,yes,	id like to tell you my deepest darkest fantasies call me phonenumber just 60pmin to stop texts call phonenumber nat rate,False,False,False,"['id', 'like', 'to', 'tell', 'you', 'my', 'deepest', 'darkest', 'fantasies', 'call', 'me', 'phonenumber', 'just', '60pmin', 'to', 'stop', 'texts', 'call', 'phonenumber', 'nat', 'rate']",authority
2.0,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph�  7679046492 immediately to verify",No,No,yes,dear customer your pay2tmkyc has been expired its will be bl0cked within 24 hour please contact customer care ph  phonenumber immediately to verify,False,False,False,"['dear', 'customer', 'your', 'pay2tmkyc', 'has', 'been', 'expired', 'its', 'will', 'be', 'bl0cked', 'within', '24', 'hour', 'please', 'contact', 'customer', 'care', 'ph', 'phonenumber', 'immediately', 'to', 'verify']",urgency
2.0,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 6200992462 Your Paytm A/C will block within 24hr Thank you.,No,No,yes,dear paytmcustomer your paytm kyc has been suspended paytm office ph phonenumber your paytm ac will block within 24hr thank you,False,False,False,"['dear', 'paytmcustomer', 'your', 'paytm', 'kyc', 'has', 'been', 'suspended', 'paytm', 'office', 'ph', 'phonenumber', 'your', 'paytm', 'ac', 'will', 'block', 'within', '24hr', 'thank', 'you']",authority
2.0,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,No,No,yes,free msgwe billed your mobile number by mistake from shortcode phonenumberplease call phonenumber to have charges refundedthis call will be free from a bt landline,False,False,False,"['free', 'msgwe', 'billed', 'your', 'mobile', 'number', 'by', 'mistake', 'from', 'shortcode', 'phonenumberplease', 'call', 'phonenumber', 'to', 'have', 'charges', 'refundedthis', 'call', 'will', 'be', 'free', 'from', 'a', 'bt', 'landline']",authority
2.0,Congratulation! Your Mobile No was selected as a winner of E2000.000.00 on EURO-MEGA DRAW with Draw number EU-0906767 Email robertdep34@gmail.com�for claims,No,yes,No,congratulation your mobile no was selected as a winner of ephonenumberphonenumber00 on euromega draw with draw number euphonenumber email email claims,False,False,False,"['congratulation', 'your', 'mobile', 'no', 'was', 'selected', 'as', 'a', 'winner', 'of', 'ephonenumberphonenumber00', 'on', 'euromega', 'draw', 'with', 'draw', 'number', 'euphonenumber', 'email', 'email', 'claims']",incentives
2.0,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,No,No,yes,want explicit sex in 30 secs ring phonenumber now costs 20pmin,False,False,False,"['want', 'explicit', 'sex', 'in', '30', 'secs', 'ring', 'phonenumber', 'now', 'costs', '20pmin']",urgency
2.0,"Please call our customer service representative on 7679046492 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.7,00,000. FL1PKART TEAM",No,No,yes,please call our customer service representative on phonenumber between 10am9pm as you have w0n a guaranteed cash prize of rs700phonenumber fl1pkart team,False,False,False,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'phonenumber', 'between', '10am9pm', 'as', 'you', 'have', 'w0n', 'a', 'guaranteed', 'cash', 'prize', 'of', 'rs700phonenumber', 'fl1pkart', 'team']",incentives
2.0,	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,No,No,yes,	what do u want for xmas how about phonenumber free text messages  a new video phone with half price line rental call free now on phonenumber phonenumber to find out more,False,False,False,"['what', 'do', 'u', 'want', 'for', 'xmas', 'how', 'about', 'phonenumber', 'free', 'text', 'messages', 'a', 'new', 'video', 'phone', 'with', 'half', 'price', 'line', 'rental', 'call', 'free', 'now', 'on', 'phonenumber', 'phonenumber', 'to', 'find', 'out', 'more']",incentives
2.0,	Please CALL 08712402972 immediately as there is an urgent message waiting for you,No,No,yes,	please call phonenumber immediately as there is an urgent message waiting for you,False,False,False,"['please', 'call', 'phonenumber', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']",urgency
2.0,"Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.",No,No,yes,last chance claim ur phonenumber worth of discount vouchers today text shop to phonenumber now savamob offers mobile t cs savamob pobox84 mphonenumberuz,False,False,False,"['last', 'chance', 'claim', 'ur', 'phonenumber', 'worth', 'of', 'discount', 'vouchers', 'today', 'text', 'shop', 'to', 'phonenumber', 'now', 'savamob', 'offers', 'mobile', 't', 'cs', 'savamob', 'pobox84', 'mphonenumberuz']",urgency
2.0,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",No,No,yes,urgent your mobile number  won a phonenumber bonus caller prize on 100603 this is the 2nd attempt to reach you call phonenumber asap box 97n7qp phonenumberppm,False,False,False,"['urgent', 'your', 'mobile', 'number', 'won', 'a', 'phonenumber', 'bonus', 'caller', 'prize', 'on', '100603', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you', 'call', 'phonenumber', 'asap', 'box', '97n7qp', 'phonenumberppm']",urgency
2.0,	Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,No,No,yes,	dont b floppy b snappy  happy only gay chat service with photo upload call phonenumber 10pmin 2 stop our texts call phonenumber,False,False,False,"['dont', 'b', 'floppy', 'b', 'snappy', 'happy', 'only', 'gay', 'chat', 'service', 'with', 'photo', 'upload', 'call', 'phonenumber', '10pmin', '2', 'stop', 'our', 'texts', 'call', 'phonenumber']",urgency
2.0,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 8536074310 from land line. Claim 3030. Valid 12hrs only",No,No,yes,urgent your mobile number has been awarded with a inr200phonenumber prize guaranteed call phonenumber from land line claim phonenumber valid 12hrs only,False,False,False,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'with', 'a', 'inr200phonenumber', 'prize', 'guaranteed', 'call', 'phonenumber', 'from', 'land', 'line', 'claim', 'phonenumber', 'valid', '12hrs', 'only']",urgency
2.0,	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,No,No,yes,	had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on phonenumber,False,False,False,"['had', 'your', 'mobile', '11', 'months', 'or', 'more', 'u', 'r', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'mobiles', 'with', 'camera', 'for', 'free', 'call', 'the', 'mobile', 'update', 'co', 'free', 'on', 'phonenumber']",incentives
2.0,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7679046492 Your Paytm A/C will block within 24hr Thank you.,No,No,yes,dear paytmcustomer your paytm kyc has been suspended paytm office ph phonenumber your paytm ac will block within 24hr thank you,False,False,False,"['dear', 'paytmcustomer', 'your', 'paytm', 'kyc', 'has', 'been', 'suspended', 'paytm', 'office', 'ph', 'phonenumber', 'your', 'paytm', 'ac', 'will', 'block', 'within', '24hr', 'thank', 'you']",authority
2.0,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6299257179 to claim",No,No,yes,dear customeruve been selected to stay in f1ve star hotels  for t0days draw holiday valued at inr 500phonenumberdial phonenumber to claim,False,False,False,"['dear', 'customeruve', 'been', 'selected', 'to', 'stay', 'in', 'f1ve', 'star', 'hotels', 'for', 't0days', 'draw', 'holiday', 'valued', 'at', 'inr', '500phonenumberdial', 'phonenumber', 'to', 'claim']",incentives
2.0,	Loa!! Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help',No,No,yes,	loa homeowners  tenants welcome have you been previously refused we can still help call free phonenumber phonenumber or text back help,False,False,False,"['loa', 'homeowners', 'tenants', 'welcome', 'have', 'you', 'been', 'previously', 'refused', 'we', 'can', 'still', 'help', 'call', 'free', 'phonenumber', 'phonenumber', 'or', 'text', 'back', 'help']",trust
2.0,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,No,No,yes,email 2morow 285 soiree speciale zouk with nichols from parisfree roses 2 all ladies  info phonenumberphonenumber,False,False,False,"['email', '2morow', '285', 'soiree', 'speciale', 'zouk', 'with', 'nichols', 'from', 'parisfree', 'roses', '2', 'all', 'ladies', 'info', 'phonenumberphonenumber']",incentives
