LABEL,TEXT,URL,EMAIL,PHONE,CLEANED_TEXT,HAS_URL,HAS_EMAIL,HAS_PHONE,TOKENIZED_TEXT,manipulation,sentiment,topic
1.0,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",No,No,No,sms ac sunphonenumber posts helloyou seem cool wanted to say hi hi stop send stop to phonenumber,False,False,False,"['sms', 'ac', 'sunphonenumber', 'posts', 'helloyou', 'seem', 'cool', 'wanted', 'to', 'say', 'hi', 'hi', 'stop', 'send', 'stop', 'to', 'phonenumber']",invoking fear,positive,impersonation of someone they know
0.0,"Sorry da thangam, very very sorry i am held up with prasad.",No,No,No,sorry da thangam very very sorry i am held up with prasad,False,False,False,"['sorry', 'da', 'thangam', 'very', 'very', 'sorry', 'i', 'am', 'held', 'up', 'with', 'prasad']",invoking fear,negative,impersonation of someone they know
0.0,Ok..,No,No,No,ok,False,False,False,['ok'],urgency,positive,shipping
0.0,Ü no home work to do meh...,No,No,No,ü no home work to do meh,False,False,False,"['ü', 'no', 'home', 'work', 'to', 'do', 'meh']",invoking fear,negative,impersonation of someone they know
1.0,"Rental  Helpline  9999991155 1000-100, 000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155",No,yes,yes,rental  helpline  phonenumber phonenumberphonenumber phonenumber sqft in noida  grnoida  office  industrial use goldenberg estates pvtltd email phonenumber phonenumber phonenumber,False,False,False,"['rental', 'helpline', 'phonenumber', 'phonenumberphonenumber', 'phonenumber', 'sqft', 'in', 'noida', 'grnoida', 'office', 'industrial', 'use', 'goldenberg', 'estates', 'pvtltd', 'email', 'phonenumber', 'phonenumber', 'phonenumber']",authority,positive,impersonation of someone they know
1.0,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,No,No,yes,ur cashbalance is currently phonenumber pounds  to maximize ur cashin now send go to phonenumber only phonenumberpmsg cc phonenumber hgsuitephonenumber2lands roww1j6hl,False,False,False,"['ur', 'cashbalance', 'is', 'currently', 'phonenumber', 'pounds', 'to', 'maximize', 'ur', 'cashin', 'now', 'send', 'go', 'to', 'phonenumber', 'only', 'phonenumberpmsg', 'cc', 'phonenumber', 'hgsuitephonenumber2lands', 'roww1j6hl']",incentives,positive,finance
0.0,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,No,No,No,im coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now,False,False,False,"['im', 'coming', 'back', 'on', 'thursday', 'yay', 'is', 'it', 'gonna', 'be', 'ok', 'to', 'get', 'the', 'money', 'cheers', 'oh', 'yeah', 'and', 'how', 'are', 'you', 'everything', 'alright', 'hows', 'school', 'or', 'do', 'you', 'call', 'it', 'work', 'now']",invoking fear,positive,impersonation of someone they know
0.0,Id onluy matters when getting on from offcampus,No,No,No,id onluy matters when getting on from offcampus,False,False,False,"['id', 'onluy', 'matters', 'when', 'getting', 'on', 'from', 'offcampus']",urgency,positive,shipping
0.0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",No,No,No,sad story of a man  last week was my bday my wife didnt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish as i entered my cabin my pa said  happy bday boss  i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked,False,False,False,"['sad', 'story', 'of', 'a', 'man', 'last', 'week', 'was', 'my', 'bday', 'my', 'wife', 'didnt', 'wish', 'me', 'my', 'parents', 'forgot', 'n', 'so', 'did', 'my', 'kids', 'i', 'went', 'to', 'work', 'even', 'my', 'colleagues', 'did', 'not', 'wish', 'as', 'i', 'entered', 'my', 'cabin', 'my', 'pa', 'said', 'happy', 'bday', 'boss', 'i', 'felt', 'special', 'she', 'askd', 'me', '4', 'lunch', 'after', 'lunch', 'she', 'invited', 'me', 'to', 'her', 'apartment', 'we', 'went', 'there', 'she', 'said', 'do', 'u', 'mind', 'if', 'i', 'go', 'into', 'the', 'bedroom', 'for', 'a', 'minute', 'ok', 'i', 'sed', 'in', 'a', 'sexy', 'mood', 'she', 'came', 'out', '5', 'minuts', 'latr', 'wid', 'a', 'caken', 'my', 'wife', 'my', 'parents', 'my', 'kidz', 'my', 'friends', 'n', 'my', 'colleagues', 'all', 'screaming', 'surprise', 'and', 'i', 'was', 'waiting', 'on', 'the', 'sofa', 'naked']",invoking fear,negative,impersonation of someone they know
0.0,Lol u still feeling sick?,No,No,No,lol u still feeling sick,False,False,False,"['lol', 'u', 'still', 'feeling', 'sick']",invoking fear,negative,impersonation of someone they know
0.0,Nan sonathaya soladha. Why boss?,No,No,No,nan sonathaya soladha why boss,False,False,False,"['nan', 'sonathaya', 'soladha', 'why', 'boss']",authority,negative,impersonation of someone they know
0.0,How is your schedule next week? I am out of town this weekend.,No,No,No,how is your schedule next week i am out of town this weekend,False,False,False,"['how', 'is', 'your', 'schedule', 'next', 'week', 'i', 'am', 'out', 'of', 'town', 'this', 'weekend']",invoking fear,negative,impersonation of someone they know
2.0,"We have received a request from you for purchasing Paytm Payments Bank FASTag. Total amount to be paid is Rs 250/- (Tag Cost Rs. 100 Security Deposit Rs. 0, Threshold -Rs. 150). In case of any queries, please contact us at https://m.paytm.me/fastag-help",No,No,No,we have received a request from you for purchasing paytm payments bank fastag total amount to be paid is rs phonenumber tag cost rs phonenumber security deposit rs 0 threshold rs phonenumber in case of any queries please contact us at url,False,False,False,"['we', 'have', 'received', 'a', 'request', 'from', 'you', 'for', 'purchasing', 'paytm', 'payments', 'bank', 'fastag', 'total', 'amount', 'to', 'be', 'paid', 'is', 'rs', 'phonenumber', 'tag', 'cost', 'rs', 'phonenumber', 'security', 'deposit', 'rs', '0', 'threshold', 'rs', 'phonenumber', 'in', 'case', 'of', 'any', 'queries', 'please', 'contact', 'us', 'at', 'url']",authority,negative,finance
0.0,I donno if they are scorable,No,No,No,i donno if they are scorable,False,False,False,"['i', 'donno', 'if', 'they', 'are', 'scorable']",invoking fear,negative,impersonation of someone they know
2.0,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",No,No,yes,urgent please call phonenumber from your landline your complimentary 4 lux costa del sol holiday or phonenumber cash await collection ppm phonenumber sae tcs james 28 eh74rr,False,False,False,"['urgent', 'please', 'call', 'phonenumber', 'from', 'your', 'landline', 'your', 'complimentary', '4', 'lux', 'costa', 'del', 'sol', 'holiday', 'or', 'phonenumber', 'cash', 'await', 'collection', 'ppm', 'phonenumber', 'sae', 'tcs', 'james', '28', 'eh74rr']",urgency,positive,impersonation of someone they know
0.0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,No,No,No,tomorrow i am not going to theatre   so i can come wherever u call me   tell me where and when to come tomorrow,False,False,False,"['tomorrow', 'i', 'am', 'not', 'going', 'to', 'theatre', 'so', 'i', 'can', 'come', 'wherever', 'u', 'call', 'me', 'tell', 'me', 'where', 'and', 'when', 'to', 'come', 'tomorrow']",authority,positive,impersonation of someone they know
0.0,"Haha get used to driving to usf man, I know a lot of stoners",No,No,No,haha get used to driving to usf man i know a lot of stoners,False,False,False,"['haha', 'get', 'used', 'to', 'driving', 'to', 'usf', 'man', 'i', 'know', 'a', 'lot', 'of', 'stoners']",invoking fear,negative,impersonation of someone they know
0.0,S.s:)i thinl role is like sachin.just standing. Others have to hit.,No,No,No,ssi thinl role is like sachinjust standing others have to hit,False,False,False,"['ssi', 'thinl', 'role', 'is', 'like', 'sachinjust', 'standing', 'others', 'have', 'to', 'hit']",impersonation,neutral,impersonation of someone they know
0.0,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,No,No,No,hey congrats 2u2 id luv 2 but ive had 2 go home,False,False,False,"['hey', 'congrats', '2u2', 'id', 'luv', '2', 'but', 'ive', 'had', '2', 'go', 'home']",urgency,positive,impersonation of someone they know
0.0,"He will, you guys close?",No,No,No,he will you guys close,False,False,False,"['he', 'will', 'you', 'guys', 'close']",urgency,positive,shipping
0.0,I want  &lt;#&gt;  rs da:)do you have it?,No,No,No,i want  ltgt  rs dado you have it,False,False,False,"['i', 'want', 'ltgt', 'rs', 'dado', 'you', 'have', 'it']",urgency,positive,impersonation of someone they know
0.0,You're right I have now that I think about it,No,No,No,youre right i have now that i think about it,False,False,False,"['youre', 'right', 'i', 'have', 'now', 'that', 'i', 'think', 'about', 'it']",invoking fear,positive,impersonation of someone they know
0.0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,No,No,No,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni8,False,False,False,"['in', 'life', 'when', 'you', 'face', 'choices', 'just', 'toss', 'a', 'coin', 'not', 'becoz', 'its', 'settle', 'the', 'question', 'but', 'while', 'the', 'coin', 'in', 'the', 'air', 'u', 'will', 'know', 'what', 'your', 'heart', 'is', 'hoping', 'for', 'gudni8']",impersonation,neutral,impersonation of someone they know
0.0,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,No,No,No,i came hostel i m going to sleep plz call me up before class hrishi,False,False,False,"['i', 'came', 'hostel', 'i', 'm', 'going', 'to', 'sleep', 'plz', 'call', 'me', 'up', 'before', 'class', 'hrishi']",urgency,negative,impersonation of someone they know
1.0,"	Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",yes,yes,No,	textphonenumber get more ringtones logos and games from wwwtxtphonenumbercom questions email,False,False,False,"['textphonenumber', 'get', 'more', 'ringtones', 'logos', 'and', 'games', 'from', 'wwwtxtphonenumbercom', 'questions', 'email']",incentives,positive,shipping
0.0,Yes princess! I want to please you every night. Your wish is my command...,No,No,No,yes princess i want to please you every night your wish is my command,False,False,False,"['yes', 'princess', 'i', 'want', 'to', 'please', 'you', 'every', 'night', 'your', 'wish', 'is', 'my', 'command']",authority,positive,impersonation of someone they know
0.0,"Haha yeah, 2 oz is kind of a shitload",No,No,No,haha yeah 2 oz is kind of a shitload,False,False,False,"['haha', 'yeah', '2', 'oz', 'is', 'kind', 'of', 'a', 'shitload']",invoking fear,negative,impersonation of someone they know
0.0,Wishing you a wonderful week.,No,No,No,wishing you a wonderful week,False,False,False,"['wishing', 'you', 'a', 'wonderful', 'week']",authority,positive,impersonation of someone they know
0.0,"Haha good to hear, I'm officially paid and on the market for an 8th",No,No,No,haha good to hear im officially paid and on the market for an 8th,False,False,False,"['haha', 'good', 'to', 'hear', 'im', 'officially', 'paid', 'and', 'on', 'the', 'market', 'for', 'an', '8th']",authority,positive,finance
0.0,Get me out of this dump heap. My mom decided to come to lowes. BORING.,No,No,No,get me out of this dump heap my mom decided to come to lowes boring,False,False,False,"['get', 'me', 'out', 'of', 'this', 'dump', 'heap', 'my', 'mom', 'decided', 'to', 'come', 'to', 'lowes', 'boring']",invoking fear,negative,retail
0.0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,No,No,No,wot student discount can u get on books,False,False,False,"['wot', 'student', 'discount', 'can', 'u', 'get', 'on', 'books']",incentives,positive,finance
0.0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,No,No,No,sorry i cant take your call right now it so happens that there r 2waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,False,False,False,"['sorry', 'i', 'cant', 'take', 'your', 'call', 'right', 'now', 'it', 'so', 'happens', 'that', 'there', 'r', '2waxsto', 'do', 'wat', 'you', 'want', 'she', 'can', 'come', 'and', 'ill', 'get', 'her', 'medical', 'insurance', 'and', 'shell', 'be', 'able', 'to', 'deliver', 'and', 'have', 'basic', 'care', 'im', 'currently', 'shopping', 'for', 'the', 'right', 'medical', 'insurance', 'for', 'her', 'so', 'just', 'give', 'me', 'til', 'friday', 'morning', 'thats', 'when', 'ill', 'see', 'the', 'major', 'person', 'that', 'can', 'guide', 'me', 'to', 'the', 'right', 'insurance']",urgency,positive,impersonation of someone they know
0.0,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,No,No,No,alex knows a guy who sells mids but hes down in south tampa and i dont think i could set it up before like 8,False,False,False,"['alex', 'knows', 'a', 'guy', 'who', 'sells', 'mids', 'but', 'hes', 'down', 'in', 'south', 'tampa', 'and', 'i', 'dont', 'think', 'i', 'could', 'set', 'it', 'up', 'before', 'like', '8']",urgency,negative,impersonation of someone they know
0.0,Ok�say my regards..,No,No,No,oksay my regards,False,False,False,"['oksay', 'my', 'regards']",authority,positive,shipping
0.0,Total video converter free download type this in google search:),No,No,No,total video converter free download type this in google search,False,False,False,"['total', 'video', 'converter', 'free', 'download', 'type', 'this', 'in', 'google', 'search']",authority,positive,shipping
0.0,What are youdoing later? Sar xxx,No,No,No,what are youdoing later sar xxx,False,False,False,"['what', 'are', 'youdoing', 'later', 'sar', 'xxx']",impersonation,positive,impersonation of someone they know
0.0,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",No,No,No,if you can make it any time tonight or whenever you can its cool just text me whenever youre around,False,False,False,"['if', 'you', 'can', 'make', 'it', 'any', 'time', 'tonight', 'or', 'whenever', 'you', 'can', 'its', 'cool', 'just', 'text', 'me', 'whenever', 'youre', 'around']",authority,positive,shipping
0.0,How much is blackberry bold2 in nigeria.,No,No,No,how much is blackberry bold2 in nigeria,False,False,False,"['how', 'much', 'is', 'blackberry', 'bold2', 'in', 'nigeria']",invoking fear,positive,shipping
0.0,I not at home now lei...,No,No,No,i not at home now lei,False,False,False,"['i', 'not', 'at', 'home', 'now', 'lei']",impersonation,negative,impersonation of someone they know
0.0,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,No,No,No,shall i bring us a bottle of wine to keep us amused only joking ill bring one anyway,False,False,False,"['shall', 'i', 'bring', 'us', 'a', 'bottle', 'of', 'wine', 'to', 'keep', 'us', 'amused', 'only', 'joking', 'ill', 'bring', 'one', 'anyway']",impersonation,positive,shipping
1.0,You have an important customer service announcement from PREMIER.,No,No,No,you have an important customer service announcement from premier,False,False,False,"['you', 'have', 'an', 'important', 'customer', 'service', 'announcement', 'from', 'premier']",urgency,positive,government
2.0,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",No,No,yes,congratulations  thanks to a good friend u have won the 2phonenumber xmas prize 2 claim is easy just call phonenumber now only 10p per minute btnationalrate,False,False,False,"['congratulations', 'thanks', 'to', 'a', 'good', 'friend', 'u', 'have', 'won', 'the', '2phonenumber', 'xmas', 'prize', '2', 'claim', 'is', 'easy', 'just', 'call', 'phonenumber', 'now', 'only', '10p', 'per', 'minute', 'btnationalrate']",incentives,positive,impersonation of someone they know
0.0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",No,No,No,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl,False,False,False,"['dont', 'search', 'love', 'let', 'love', 'find', 'u', 'thats', 'why', 'its', 'called', 'falling', 'in', 'love', 'bcoz', 'u', 'dont', 'force', 'yourself', 'u', 'just', 'fall', 'and', 'u', 'know', 'there', 'is', 'smeone', 'to', 'hold', 'u', 'bslvyl']",authority,positive,shipping
0.0,Bring it if you got it,No,No,No,bring it if you got it,False,False,False,"['bring', 'it', 'if', 'you', 'got', 'it']",urgency,positive,shipping
0.0,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,No,No,No,im at arestaurant eating squid i will be out about 1030 wanna dosomething or is that to late,False,False,False,"['im', 'at', 'arestaurant', 'eating', 'squid', 'i', 'will', 'be', 'out', 'about', '1030', 'wanna', 'dosomething', 'or', 'is', 'that', 'to', 'late']",urgency,negative,impersonation of someone they know
1.0,	Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,No,No,yes,	freemsg 1month unlimited free calls activate smartcall txt call to no phonenumber subscriptn3gbpwk unlimited calls help phonenumber stoptxt stop landlineonly,False,False,False,"['freemsg', '1month', 'unlimited', 'free', 'calls', 'activate', 'smartcall', 'txt', 'call', 'to', 'no', 'phonenumber', 'subscriptn3gbpwk', 'unlimited', 'calls', 'help', 'phonenumber', 'stoptxt', 'stop', 'landlineonly']",incentives,positive,impersonation of someone they know
0.0,Ok lor ü reaching then message me.,No,No,No,ok lor ü reaching then message me,False,False,False,"['ok', 'lor', 'ü', 'reaching', 'then', 'message', 'me']",urgency,positive,shipping
0.0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",No,No,No,good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a  ltgt  charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thank you for everything,False,False,False,"['good', 'evening', 'sir', 'hope', 'you', 'are', 'having', 'a', 'nice', 'day', 'i', 'wanted', 'to', 'bring', 'it', 'to', 'your', 'notice', 'that', 'i', 'have', 'been', 'late', 'in', 'paying', 'rent', 'for', 'the', 'past', 'few', 'months', 'and', 'have', 'had', 'to', 'pay', 'a', 'ltgt', 'charge', 'i', 'felt', 'it', 'would', 'be', 'inconsiderate', 'of', 'me', 'to', 'nag', 'about', 'something', 'you', 'give', 'at', 'great', 'cost', 'to', 'yourself', 'and', 'thats', 'why', 'i', 'didnt', 'speak', 'up', 'i', 'however', 'am', 'in', 'a', 'recession', 'and', 'wont', 'be', 'able', 'to', 'pay', 'the', 'charge', 'this', 'month', 'hence', 'my', 'askin', 'well', 'ahead', 'of', 'months', 'end', 'can', 'you', 'please', 'help', 'thank', 'you', 'for', 'everything']",invoking fear,negative,finance
0.0,soon you will have the real thing princess! Do i make you wet? :),No,No,No,soon you will have the real thing princess do i make you wet ,False,False,False,"['soon', 'you', 'will', 'have', 'the', 'real', 'thing', 'princess', 'do', 'i', 'make', 'you', 'wet']",invoking fear,negative,impersonation of someone they know
0.0,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",No,No,No,once a fishrman woke early in d mrng it was very dark he waited a while amp found a sack ful of stones he strtd throwin thm in2 d sea 2 pass time atlast he had jus 1stone sun rose up amp he found out tht those r nt stones those were diamonds moraldont wake up early in d mrng good night,False,False,False,"['once', 'a', 'fishrman', 'woke', 'early', 'in', 'd', 'mrng', 'it', 'was', 'very', 'dark', 'he', 'waited', 'a', 'while', 'amp', 'found', 'a', 'sack', 'ful', 'of', 'stones', 'he', 'strtd', 'throwin', 'thm', 'in2', 'd', 'sea', '2', 'pass', 'time', 'atlast', 'he', 'had', 'jus', '1stone', 'sun', 'rose', 'up', 'amp', 'he', 'found', 'out', 'tht', 'those', 'r', 'nt', 'stones', 'those', 'were', 'diamonds', 'moraldont', 'wake', 'up', 'early', 'in', 'd', 'mrng', 'good', 'night']",invoking fear,negative,impersonation of someone they know
0.0,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,No,No,No,alright thanks for the advice enjoy your night out ima try to get some sleep,False,False,False,"['alright', 'thanks', 'for', 'the', 'advice', 'enjoy', 'your', 'night', 'out', 'ima', 'try', 'to', 'get', 'some', 'sleep']",authority,positive,shipping
1.0,	FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,No,No,yes,	freemsgfeelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my pictxt or reply date to phonenumber msgphonenumberp 2rcv hlp phonenumber stop to phonenumber,False,False,False,"['freemsgfeelin', 'kinda', 'lnly', 'hope', 'u', 'like', '2', 'keep', 'me', 'company', 'jst', 'got', 'a', 'cam', 'moby', 'wanna', 'c', 'my', 'pictxt', 'or', 'reply', 'date', 'to', 'phonenumber', 'msgphonenumberp', '2rcv', 'hlp', 'phonenumber', 'stop', 'to', 'phonenumber']",invoking fear,positive,shipping
2.0,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,No,No,yes,we tried to contact you re your reply to our offer of phonenumber mins phonenumber textand a new video phone call phonenumber now or reply for free delivery tomorrow,False,False,False,"['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'reply', 'to', 'our', 'offer', 'of', 'phonenumber', 'mins', 'phonenumber', 'textand', 'a', 'new', 'video', 'phone', 'call', 'phonenumber', 'now', 'or', 'reply', 'for', 'free', 'delivery', 'tomorrow']",incentives,neutral,shipping
0.0,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,No,No,No,i just made some payments so dont have that much sorry would you want it fedex or the other way,False,False,False,"['i', 'just', 'made', 'some', 'payments', 'so', 'dont', 'have', 'that', 'much', 'sorry', 'would', 'you', 'want', 'it', 'fedex', 'or', 'the', 'other', 'way']",invoking fear,negative,shipping
0.0,Aiyar sorry lor forgot 2 tell u...,No,No,No,aiyar sorry lor forgot 2 tell u,False,False,False,"['aiyar', 'sorry', 'lor', 'forgot', '2', 'tell', 'u']",invoking fear,negative,impersonation of someone they know
2.0,You have 1 new voicemail. Please call 08719181503,No,No,yes,you have 1 new voicemail please call phonenumber,False,False,False,"['you', 'have', '1', 'new', 'voicemail', 'please', 'call', 'phonenumber']",urgency,neutral,impersonation of someone they know
0.0,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",No,No,No,ive not called you in a while this is hoping it was l8r malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day,False,False,False,"['ive', 'not', 'called', 'you', 'in', 'a', 'while', 'this', 'is', 'hoping', 'it', 'was', 'l8r', 'malaria', 'and', 'that', 'you', 'know', 'that', 'we', 'miss', 'you', 'guys', 'i', 'miss', 'bani', 'big', 'so', 'pls', 'give', 'her', 'my', 'love', 'especially', 'have', 'a', 'great', 'day']",invoking fear,negative,impersonation of someone they know
0.0,"Yeah I am, so I'll leave maybe 7ish?",No,No,No,yeah i am so ill leave maybe 7ish,False,False,False,"['yeah', 'i', 'am', 'so', 'ill', 'leave', 'maybe', '7ish']",urgency,negative,shipping
2.0,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,No,No,yes,big brother alert the computer has selected u for 10k cash or phonenumber voucher call phonenumber ntt po box crophonenumber 18 bt landline cost phonenumberppm mobiles vary,False,False,False,"['big', 'brother', 'alert', 'the', 'computer', 'has', 'selected', 'u', 'for', '10k', 'cash', 'or', 'phonenumber', 'voucher', 'call', 'phonenumber', 'ntt', 'po', 'box', 'crophonenumber', '18', 'bt', 'landline', 'cost', 'phonenumberppm', 'mobiles', 'vary']",invoking fear,positive,finance
0.0,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",No,No,No,faith makes things possiblehope makes things worklove makes things beautifulmay you have all three this christmasmerry christmas,False,False,False,"['faith', 'makes', 'things', 'possiblehope', 'makes', 'things', 'worklove', 'makes', 'things', 'beautifulmay', 'you', 'have', 'all', 'three', 'this', 'christmasmerry', 'christmas']",incentives,positive,shipping
0.0,Am also doing in cbe only. But have to pay.,No,No,No,am also doing in cbe only but have to pay,False,False,False,"['am', 'also', 'doing', 'in', 'cbe', 'only', 'but', 'have', 'to', 'pay']",impersonation,neutral,government
2.0,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898036. £3.00 Sub. 16 .",No,No,yes,todays offer claim ur phonenumber worth of discount vouchers text yes to phonenumber now savamob member offers mobile t cs phonenumber 300 sub 16 ,False,False,False,"['todays', 'offer', 'claim', 'ur', 'phonenumber', 'worth', 'of', 'discount', 'vouchers', 'text', 'yes', 'to', 'phonenumber', 'now', 'savamob', 'member', 'offers', 'mobile', 't', 'cs', 'phonenumber', '300', 'sub', '16']",incentives,positive,shipping
0.0,Thank you. I like you as well...,No,No,No,thank you i like you as well,False,False,False,"['thank', 'you', 'i', 'like', 'you', 'as', 'well']",authority,positive,shipping
0.0,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",No,No,No,i dont think so you dont need to be going out that late on a school night especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday,False,False,False,"['i', 'dont', 'think', 'so', 'you', 'dont', 'need', 'to', 'be', 'going', 'out', 'that', 'late', 'on', 'a', 'school', 'night', 'especially', 'when', 'the', 'one', 'class', 'you', 'have', 'is', 'the', 'one', 'you', 'missed', 'last', 'wednesday', 'and', 'probably', 'failed', 'a', 'test', 'in', 'on', 'friday']",invoking fear,negative,shipping
0.0,Is ur paper today in e morn or aft?,No,No,No,is ur paper today in e morn or aft,False,False,False,"['is', 'ur', 'paper', 'today', 'in', 'e', 'morn', 'or', 'aft']",urgency,neutral,shipping
2.0,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,No,No,yes,a phonenumber xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a phonenumber reward just call phonenumber,False,False,False,"['a', 'phonenumber', 'xmas', 'reward', 'is', 'waiting', 'for', 'you', 'our', 'computer', 'has', 'randomly', 'picked', 'you', 'from', 'our', 'loyal', 'mobile', 'customers', 'to', 'receive', 'a', 'phonenumber', 'reward', 'just', 'call', 'phonenumber']",incentives,positive,shipping
0.0,Hi dear we saw dear. We both are happy. Where you my battery is low,No,No,No,hi dear we saw dear we both are happy where you my battery is low,False,False,False,"['hi', 'dear', 'we', 'saw', 'dear', 'we', 'both', 'are', 'happy', 'where', 'you', 'my', 'battery', 'is', 'low']",impersonation,positive,impersonation of someone they know
