,text,highest_score_label
207,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",incentives
208,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,incentives
209,You have 1 new voicemail. Please call 08719181503,urgency
210,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,invoking fear
211,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898036. £3.00 Sub. 16 .",incentives
212,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,incentives
213,Friendly reminder don't forget to confirm your SAM update from the other day!�http://rghst.us/Htcdlas Reply STOP to opt out,authority
214,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.4,00,000 prize GUARANTEED. Call 8927307655. Claim Code LUCKY52. Valid 12hrs only. ",urgency
215,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,invoking fear
216,	Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,urgency
217,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,urgency
218,"Todays Vodafone numbers ending 3156 are selected to receive a Rs.2,00,000 award. If you have a match please call 7908807538 quoting claim code 9823 standard rates apply",incentives
219,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,urgency
220,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",incentives
221,	Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,incentives
222,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),incentives
223,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,incentives
224,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care for help 6200992462 now.",invoking fear
225,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,incentives
226,We regret to inform you that your NAB card is now locked. To unlock please update security details at http://www.nabmobile,invoking fear
227,"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.",authority
228,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,incentives
229,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001809 from land line. Claim M95. Valid12hrs only,urgency
230,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,incentives
231,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",authority
232,	Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,incentives
233,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,urgency
234,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7908807538 Your Paytm A/C will block within 24hr Thank you.,invoking fear
235,	Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,invoking fear
236,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,urgency
237,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgency
238,	07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,incentives
239,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgency
240,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,incentives
241,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",incentives
242,Win a £1000 cash prize or a prize worth £5000,incentives
243,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",urgency
244,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,invoking fear
245,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6200992462,authority
246,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,urgency
247,	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,invoking fear
248,PRIVATE! Your 2003 Account Statement for shows 1000 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,invoking fear
249,"Loan for any amount £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",authority
250,"	Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs app",incentives
251,"Your iPhone ID is due to expire today, Please tap https://is.gd/AppVerify to update and prevent loss of services and Apps.",urgency
252,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,invoking fear
253,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382,incentives
254,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,impersonation
255,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,urgency
256,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",urgency
257,	Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,authority
258,You have exited the specified 1 mile radius on three separate occasions today. A penalty notice has been issued to your address held on the electoral roll. More info & appeals can be filed at gov.uk/cvpenalty Stay at home. Protect the NHS. Save lives.,invoking fear
259,"WINNER!7827156256 is chosen for $2500 CASH prize, call+38977148576 now",incentives
260,"Nationwide has noticed your debit card was recently used on 25-10-2015 13.04.43, at APPLE ONLINE STORE for 1976.00 GBP. If not you please urgently call fraud preventaion on 03303800232 or intl +443303800231. Do not reply by SMS http://www.Nationwide.co.uk/",urgency
261,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 .  Help08718728876",incentives
262,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,urgency
263,	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,incentives
264,We owe you for the last tax year. Please follow our secure link http:Ow.ly/ozvo308t.Jxz for more information.,authority
265,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.7,00,000 Bonus Prize, call 8927307655",incentives
266,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",incentives
267,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",incentives
268,"Please call our customer service representative on 7044518857 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000. FL1PKART TEAM",incentives
269,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,incentives
270,	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,incentives
271,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 8536074310 immediately to verify",urgency
272,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,urgency
273,you'hv completed a transaction for AUD 788.93 on 06/02/17 03-27-31 pm. Please follow the link if it is not done by you http://commbank.netban,authority
274,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,urgency
275,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",urgency
276,"Todays Vodafone numbers ending 8023 are selected to receive a Rs.2,00,000 award. If you have a match please call 8927307655 quoting claim code 6001 standard rates apply",incentives
277,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,urgency
278,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,incentives
279,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,invoking fear
280,	Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,incentives
281,200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,incentives
282,"	44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",incentives
283,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,invoking fear
284,	Call FREEPHONE 0800 542 0578 now!,urgency
285,	XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,incentives
286,"	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",authority
287,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,urgency
288,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,incentives
289,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6299257179 Now! ",urgency
290,Your account has been credited with 500 FREE Text Messages. To activate call 08718738034,incentives
291,"Nationwide has noticed your debit card was recently used on 22-10-2016 15:04:43, at APPLE ONLINE STORE FOR 1500.00 GBP. If not you please urgently call fraud prevention on 03303800231 or intl +443303800231. Do not reply by sms http://ww.Nationwide.co.uk/",urgency
292,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8927307655,authority
293,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8536074310,authority
294,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,incentives
295,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",urgency
296,"	Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",authority
297,	U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,urgency
298,Someone who came in contact with you tested positive or has shown symptoms for COVID-19 & recommends you self-isolate/get tested. More at COVID-19 anon.com/alert,invoking fear
299,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,invoking fear
300,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,urgency
301,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,incentives
302,	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mi? Reply or call 08000930705 NOW,urgency
303,"Congratulations!!! You are Due for a COVID-19 Grant, To Redeem,Contact us Via Email: covid19grant@cokegrant.com",authority
304,"Collect 100 points& get 14,500 Pokecoins for Pokemon Gol"" by clicking this link now�http://goo.gle/xxxx",incentives
305,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,incentives
306,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,urgency
307,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",incentives
308,	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,incentives
309,Congratulations - in this week's competition draw u have won the �1450 prize to claim just call 09050002312 . T&Cs/stop SMS 08718727868.,incentives
310,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 8536074310",incentives
311,Your SAM registration has been received! Click here to complete the process�http://rghst.xyz/NPHTmtb Reply STOP 2 opt out of future texts,invoking fear
312,You have won a Nokia 7250i.  To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,authority
313,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",incentives
314,Hey I am really * want to chat or see me  text to 08718738034,urgency
315,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",urgency
316,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,incentives
317,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",invoking fear
318,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",incentives
319,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,urgency
320,"Please call our customer service representative on 8536074310 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.10,00,000. FL1PKART TEAM",incentives
321,	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,incentives
322,	You have 1 new voicemail. Please call 08719181513.,urgency
323,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,incentives
324,"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer care 08167340838 for help.",authority
325,$9 Only!Sales on Official Oakley Sunglasses Online Store. 2016 New Styles All Up To 75% OFF. Final Day Flash Sale And Free Returns. Official Oakley Sunglasses Outlets At: http:// www.oakleyoutletsco.com,incentives
326,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,incentives
327,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgency
328,Uw ING bankieren app bevat verouderde plugins. klik hieronder om de beveiligde versie te downloaden http://mijn.ing-mobiel.com/update.apk,authority
329,! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,incentives
330,"	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",incentives
331,URGENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,urgency
332,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgency
333,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,authority
334,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,invoking fear
335,	Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,invoking fear
336,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",urgency
337,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",incentives
338,Please call our customer service representative on 0800 169 6032 between 10am-9pm as you have WON a guaranteed £2000 cash or £6000 prize!,incentives
339,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,invoking fear
340,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,invoking fear
341,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,authority
342,You are awarded a SiPix Digital Camera! call 09061221062 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm.,incentives
343,Natalja (25/F) is inviting you to be her friend.  See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,impersonation
344,"Todays Vodafone numbers ending 5347 are selected to receive a Rs.2,00,000 award. If you have a match please call 6299257179 quoting claim code 2041 standard rates apply",incentives
345,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 8927307655 Now! ",urgency
346,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8927307655,authority
347,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,invoking fear
348,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7679046492 to claim",incentives
349,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",incentives
350,"To cancel this order you should visit http/aetacms.com/.cas/auo.html/redirect-aopis.it�to review your details. if you need additional help, contact Apple Support.",impersonation
351,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",incentives
352,"GOV.UK ALERT CORONAVIRUS It has come to our attention that you have been out of the house more than once. Due to this irresponsible behaviour, we are issuing you a formal warning and �250 fine. If this continues, the fine could increase to a maximum of �5000 and/or an arrest. Payment will be taken automatically out of your account. Call 0800345 9999 for any enquiries or to appeal.",invoking fear
353,"Nationwide has noticed your debit card was recently used on 23-05-2012 11:04:43, at APPLE ONLINE STORE for 1920.00 GBP If not you please urgently call fraud prevention on 03303800233 or Intl +443303800231. Do not reply by SMS http://www.nationwide.co.uk/",urgency
354,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,authority
355,"Todays Vodafone numbers ending 7148 are selected to receive a Rs.2,00,000 award. If you have a match please call 7679046492 quoting claim code 7834 standard rates apply",incentives
356,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",incentives
357,"	Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",incentives
358,Friendly reminder- don't forget to confirm your SAM update from the other day!�http://rghst.rocks/ GBs630y,authority
359,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,incentives
360,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",urgency
361,"Dear Customer Your order of 42.84 Euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your account, please access the link below http:/95.141.32.7:81/orders.aspx",invoking fear
362,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 7044518857 immediately to verify",urgency
363,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,incentives
364,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,authority
365,Promotion Number: 8714714 - UR awarded a City Break and  a £200 Summer Shopping spree. 08718738034,incentives
366,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgency
367,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",incentives
368,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. ",urgency
369,"Please call our customer service representative on FREEPHONE 0808 145 5645 between 9am-11pm as you have WON a guaranteed INR 5,00,000 cash  prize!",urgency
370,	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364312 to collect your award which you are selected to receive as a valued mobile customer.,incentives
371,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,urgency
372,	Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,urgency
373,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,incentives
374,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,invoking fear
375,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,incentives
376,"Congrats 2 mobile 3G Videophones R yours. call 09063458120 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. ",authority
377,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,authority
378,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Re-Activate call customer care for help 07068796424 now.",invoking fear
379,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,incentives
380,"	SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",urgency
381,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,urgency
382,	Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,incentives
383,"Urgent Message for CIBC Account Holder, Kindly login to confirm your login information Login to our secure server to check your information http://cibc.mobileupdate.granpianostudio.com/cibcfullz/Internet Support",urgency
384,You are a winner U have been specially selected 2 receive £2000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910,incentives
385,"Urgent! call 09066350760 from your landline. Your complimentary 4* Ibiza Holiday or 20,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",urgency
386,	You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,urgency
387,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,urgency
388,	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,invoking fear
389,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 100 FREE text + FREE camcorder Reply or Call 08000930705,incentives
390,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,invoking fear
391,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,incentives
392,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",incentives
393,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgency
394,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209466 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. ",incentives
395,Camera - You are awarded a SiPix Digital Camera! call 09061221067 fromm landline. Delivery within 28 days.,incentives
396,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552.,invoking fear
397,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7908807538,authority
398,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,incentives
399,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",incentives
400,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099802 ",incentives
401,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",urgency
402,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",incentives
403,	Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,urgency
404,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's  custcare 08715705022, 1x150p/wk",incentives
405,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",incentives
